age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
56,retired,married,secondary,no,2749,yes,yes,cellular,17,nov,38,1,172,2,failure,no
51,entrepreneur,married,tertiary,no,209,no,no,cellular,17,nov,130,1,111,2,failure,no
50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no
26,technician,single,tertiary,no,172,no,yes,telephone,4,nov,21,1,140,4,other,no
34,management,married,tertiary,no,1770,yes,no,,6,nov,26,1,101,11,other,no
38,management,married,tertiary,no,494,no,no,cellular,17,nov,146,1,104,2,other,no
52,management,married,tertiary,no,1701,yes,yes,cellular,17,nov,381,1,117,2,other,no
35,technician,divorced,tertiary,no,1718,yes,yes,cellular,17,nov,74,1,167,16,other,no
42,technician,single,tertiary,no,35,yes,yes,cellular,17,nov,38,1,115,5,other,no
30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,119,1,167,3,success,no
48,admin.,divorced,secondary,no,295,yes,no,cellular,17,nov,123,1,164,2,success,no
49,management,married,tertiary,no,64,no,no,cellular,17,nov,208,1,159,1,success,no
33,admin.,married,tertiary,no,882,no,no,telephone,21,oct,39,1,151,3,failure,no
36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,no
44,blue-collar,married,secondary,no,1324,yes,no,telephone,25,oct,119,1,89,2,other,no
46,management,married,,no,2466,no,no,telephone,1,apr,216,3,370,1,failure,yes
54,technician,married,secondary,no,2102,yes,no,cellular,5,apr,547,1,626,2,failure,yes
24,student,single,secondary,no,4126,no,no,cellular,5,apr,907,4,185,7,failure,yes
29,management,single,,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure,yes
33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,196,1,363,1,failure,yes
57,retired,married,,no,230,no,no,cellular,6,apr,177,2,210,3,failure,yes
27,technician,single,tertiary,no,-67,yes,no,cellular,6,apr,604,3,236,2,failure,yes
49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
36,management,single,tertiary,no,436,no,no,cellular,13,apr,567,1,595,2,failure,yes
40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,179,2,failure,yes
59,technician,married,secondary,no,1,no,no,cellular,15,apr,159,2,378,3,failure,yes
39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,yes
30,student,single,secondary,no,2046,no,no,telephone,21,apr,595,3,254,1,failure,yes
42,self-employed,married,secondary,no,1216,yes,no,cellular,23,apr,296,1,521,1,failure,yes
26,management,single,tertiary,no,222,no,no,cellular,26,apr,192,1,334,1,failure,yes
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1472,1,192,4,failure,yes
63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,325,1,180,7,failure,yes
54,admin.,married,,no,140,no,no,telephone,27,apr,473,2,182,2,failure,yes
63,retired,married,primary,no,12067,no,no,telephone,29,apr,660,1,191,1,failure,yes
30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,yes
34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
24,management,single,tertiary,no,736,yes,no,cellular,15,apr,442,2,246,2,other,yes
36,management,married,tertiary,no,-115,yes,no,cellular,16,apr,297,4,182,2,other,yes
41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,426,2,179,3,other,yes
26,management,single,tertiary,no,1438,no,no,cellular,27,apr,321,1,449,1,other,yes
69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,126,2,other,yes
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,395,3,426,1,other,yes
30,management,married,tertiary,no,4328,no,no,cellular,30,apr,262,3,189,11,other,yes
26,management,single,tertiary,no,3,yes,yes,cellular,1,apr,149,1,350,1,success,yes
50,technician,divorced,secondary,no,0,no,no,cellular,1,apr,280,1,184,3,success,yes
84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,yes
32,management,single,secondary,no,1088,yes,no,cellular,6,apr,317,1,363,2,success,yes
33,management,single,tertiary,no,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
26,management,single,tertiary,no,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success,yes
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes
32,management,single,tertiary,no,2016,no,no,cellular,13,apr,232,1,348,1,success,yes
35,technician,single,tertiary,no,670,no,no,cellular,13,apr,278,4,182,2,success,yes
23,student,single,secondary,no,107,no,no,cellular,13,apr,256,5,181,2,success,yes
44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success,yes
35,management,single,tertiary,no,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
22,services,single,secondary,no,129,no,no,cellular,15,apr,218,2,181,1,success,yes
22,student,single,primary,no,3472,no,no,cellular,19,apr,529,1,181,4,success,yes
30,student,single,tertiary,no,7529,no,no,cellular,20,apr,175,6,183,1,success,yes
55,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,167,1,181,3,success,yes
38,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,162,1,181,5,success,yes
38,technician,single,secondary,no,1711,no,no,cellular,20,apr,379,3,202,1,success,yes
52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,224,2,182,1,success,yes
62,management,married,tertiary,no,997,no,no,cellular,22,apr,554,1,304,2,success,yes
40,technician,married,tertiary,no,206,no,no,cellular,23,apr,499,6,185,4,success,yes
43,technician,single,,no,11115,no,no,cellular,23,apr,291,1,182,3,success,yes
73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,yes
77,management,married,,no,1780,yes,no,cellular,23,apr,361,2,182,5,success,yes
46,admin.,divorced,primary,no,429,yes,no,cellular,26,apr,465,2,369,2,success,yes
35,technician,married,secondary,no,2779,no,no,cellular,26,apr,182,2,186,2,success,yes
29,management,single,tertiary,no,1445,no,no,cellular,26,apr,328,2,143,2,success,yes
30,technician,single,tertiary,no,655,no,no,cellular,26,apr,212,1,202,2,success,yes
76,self-employed,married,,no,4984,no,no,telephone,28,apr,403,1,182,1,success,yes
30,management,single,tertiary,no,697,no,no,cellular,28,apr,545,2,181,8,success,yes
64,retired,married,secondary,no,4787,no,no,cellular,28,apr,392,1,182,1,success,yes
55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,623,1,181,3,success,yes
41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success,yes
37,management,married,secondary,no,565,no,no,cellular,29,apr,449,1,398,1,success,yes
19,student,single,secondary,no,329,no,no,cellular,30,apr,169,1,190,2,success,yes
61,retired,divorced,secondary,no,4243,no,no,cellular,30,apr,315,1,182,2,success,yes
37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
54,technician,married,tertiary,no,395,no,no,cellular,30,apr,183,1,183,2,success,yes
86,retired,married,primary,no,5236,no,no,telephone,1,apr,558,2,-1,0,,yes
45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,,yes
60,blue-collar,married,primary,no,7929,no,no,,1,apr,111,1,-1,0,,yes
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,,yes
54,technician,single,tertiary,no,118,no,no,cellular,5,apr,280,1,-1,0,,yes
34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,144,1,-1,0,,yes
19,student,single,secondary,no,394,no,no,cellular,5,apr,327,3,-1,0,,yes
39,management,divorced,tertiary,no,224,no,no,cellular,5,apr,208,1,-1,0,,yes
53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,-1,0,,yes
50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,-1,0,,yes
55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,,yes
78,retired,divorced,primary,no,1389,no,no,cellular,8,apr,335,1,-1,0,,yes
43,technician,divorced,,no,4389,no,no,cellular,8,apr,618,1,-1,0,,yes
36,management,single,tertiary,no,579,no,no,,12,apr,481,1,-1,0,,yes
36,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,2,-1,0,,yes
35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,-1,0,,yes
31,admin.,married,secondary,no,1229,no,no,cellular,12,apr,176,1,-1,0,,yes
25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,,yes
30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1093,1,-1,0,,yes
45,blue-collar,single,primary,no,116,no,no,,13,apr,122,1,-1,0,,yes
36,management,single,,no,62,no,no,cellular,13,apr,398,2,-1,0,,yes
38,technician,married,secondary,no,497,no,no,,14,apr,173,1,-1,0,,yes
26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,1,-1,0,,yes
30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,,yes
39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,1,-1,0,,yes
22,management,single,tertiary,no,104,no,yes,cellular,16,apr,330,3,-1,0,,yes
34,management,married,tertiary,no,589,no,no,cellular,19,apr,125,2,-1,0,,yes
27,services,single,secondary,no,453,no,no,cellular,19,apr,142,2,-1,0,,yes
57,management,married,tertiary,no,2845,yes,no,telephone,19,apr,1143,5,-1,0,,yes
24,admin.,single,secondary,no,1295,no,no,cellular,21,apr,476,1,-1,0,,yes
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,,yes
25,student,single,,no,722,no,no,telephone,21,apr,623,2,-1,0,,yes
31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,,yes
58,entrepreneur,married,secondary,no,496,no,no,cellular,22,apr,132,1,-1,0,,yes
26,management,single,tertiary,no,194,no,no,cellular,22,apr,407,2,-1,0,,yes
76,retired,married,secondary,no,820,no,no,telephone,23,apr,263,4,-1,0,,yes
31,admin.,single,secondary,no,410,no,no,cellular,23,apr,342,1,-1,0,,yes
31,management,married,tertiary,no,3160,yes,no,cellular,26,apr,688,2,-1,0,,yes
26,unemployed,single,tertiary,no,77,no,no,cellular,26,apr,175,1,-1,0,,yes
30,admin.,single,secondary,no,915,yes,no,,27,apr,370,1,-1,0,,yes
61,retired,married,secondary,no,1058,no,no,cellular,27,apr,159,3,-1,0,,yes
55,technician,married,tertiary,no,1320,no,no,cellular,28,apr,387,2,-1,0,,yes
32,admin.,married,tertiary,no,284,yes,no,cellular,29,apr,717,3,-1,0,,yes
39,management,single,tertiary,no,5047,no,no,cellular,29,apr,218,4,-1,0,,yes
29,management,single,tertiary,no,2955,no,no,cellular,29,apr,226,2,-1,0,,yes
59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,-1,0,,yes
45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,2,-1,0,,yes
32,technician,single,tertiary,no,388,no,no,cellular,29,apr,250,3,-1,0,,yes
33,management,single,tertiary,no,952,yes,no,cellular,29,apr,1241,5,-1,0,,yes
25,student,single,secondary,no,108,no,no,cellular,29,apr,305,3,-1,0,,yes
40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,1,-1,0,,yes
49,admin.,married,secondary,no,0,no,no,cellular,30,apr,551,1,-1,0,,yes
34,management,married,secondary,no,369,no,no,cellular,2,aug,868,3,342,4,failure,yes
53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,yes
34,technician,married,secondary,no,0,yes,no,cellular,3,aug,261,1,470,2,failure,yes
48,housemaid,single,primary,no,46,no,no,cellular,3,aug,113,2,180,1,failure,yes
60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,676,2,181,5,failure,yes
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,yes
33,technician,married,secondary,no,180,no,no,cellular,4,aug,561,1,435,3,failure,yes
56,management,divorced,tertiary,no,2037,no,no,cellular,5,aug,318,1,91,6,failure,yes
33,technician,single,secondary,no,2979,no,no,cellular,5,aug,326,2,437,1,failure,yes
34,admin.,divorced,secondary,no,661,yes,no,cellular,5,aug,245,2,183,10,failure,yes
34,management,single,tertiary,no,417,yes,no,cellular,5,aug,270,1,174,15,failure,yes
37,management,married,secondary,no,565,no,no,cellular,6,aug,174,1,93,3,failure,yes
57,admin.,married,,no,2038,no,no,cellular,9,aug,628,1,182,2,failure,yes
33,management,married,tertiary,no,1514,no,no,cellular,10,aug,447,1,728,2,failure,yes
30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,263,1,127,7,failure,yes
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes
29,admin.,single,secondary,no,464,no,no,cellular,10,aug,317,2,518,1,failure,yes
62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,yes
77,retired,married,primary,no,2590,no,no,telephone,12,aug,345,1,178,20,failure,yes
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,aug,352,1,828,2,failure,yes
36,admin.,single,tertiary,no,364,no,yes,cellular,31,aug,185,1,123,1,failure,yes
61,housemaid,married,primary,no,211,no,no,cellular,31,aug,443,2,186,3,failure,yes
34,management,single,tertiary,no,275,no,no,cellular,2,aug,196,2,455,23,other,yes
43,blue-collar,married,primary,no,2952,no,no,cellular,3,aug,417,2,95,1,other,yes
32,management,married,tertiary,no,1812,no,no,cellular,4,aug,296,1,182,4,other,yes
36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
53,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes
45,admin.,married,secondary,no,476,no,no,cellular,6,aug,356,1,364,1,other,yes
31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,1,88,4,other,yes
31,blue-collar,married,secondary,no,0,yes,no,,10,aug,97,1,782,1,other,yes
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other,yes
70,retired,married,primary,no,324,no,no,cellular,11,aug,632,1,308,6,other,yes
42,admin.,divorced,secondary,no,2129,no,no,cellular,13,aug,633,1,182,2,other,yes
35,management,divorced,tertiary,no,2885,no,no,cellular,13,aug,199,3,43,8,other,yes
60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
52,self-employed,married,tertiary,no,4012,no,no,cellular,31,aug,634,3,92,5,other,yes
60,management,married,tertiary,no,474,no,no,cellular,31,aug,415,5,186,3,other,yes
55,technician,married,,no,240,yes,no,cellular,2,aug,108,3,277,1,success,yes
63,management,married,tertiary,no,2785,no,no,cellular,2,aug,341,2,392,3,success,yes
37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success,yes
29,student,single,secondary,no,1377,yes,no,cellular,3,aug,248,1,446,2,success,yes
62,retired,married,secondary,no,569,no,no,cellular,3,aug,187,2,180,6,success,yes
56,services,married,secondary,no,1989,no,no,cellular,3,aug,279,4,181,4,success,yes
,retired,married,tertiary,no,2812,no,no,cellular,3,aug,392,4,181,3,success,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,1,1,8,success,yes
68,retired,married,tertiary,no,2812,no,no,cellular,4,aug,651,1,1,7,success,yes
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,yes
59,unemployed,married,secondary,no,1625,no,no,cellular,4,aug,198,1,180,2,success,yes
49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,605,2,92,4,success,yes
30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,139,1,92,5,success,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,1,92,4,success,yes
93,retired,married,,no,775,no,no,cellular,4,aug,476,2,13,9,success,yes
48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,yes
38,services,married,secondary,no,4017,no,no,cellular,4,aug,470,1,96,3,success,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
42,management,married,tertiary,no,372,yes,no,cellular,4,aug,153,3,1,2,success,yes
34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2,3,success,yes
34,admin.,married,tertiary,no,79,yes,no,cellular,5,aug,203,1,92,5,success,yes
29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,5,aug,172,3,92,8,success,yes
45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,374,2,472,1,success,yes
37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success,yes
33,student,married,secondary,no,1536,no,no,cellular,6,aug,258,2,178,4,success,yes
61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,2,94,3,success,yes
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
22,student,single,secondary,no,216,no,no,cellular,6,aug,178,1,179,2,success,yes
35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success,yes
60,technician,married,secondary,no,824,yes,no,cellular,9,aug,265,1,181,8,success,yes
19,student,single,,no,108,no,no,cellular,10,aug,168,1,182,2,success,yes
53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,yes
32,technician,married,secondary,no,473,no,yes,cellular,10,aug,1064,1,95,3,success,yes
36,student,single,,no,417,no,no,cellular,10,aug,304,1,181,1,success,yes
56,technician,divorced,secondary,no,3450,no,no,cellular,10,aug,507,1,181,2,success,yes
34,technician,single,secondary,no,2085,no,no,cellular,10,aug,356,3,182,2,success,yes
61,retired,married,secondary,no,1853,no,no,telephone,10,aug,520,1,181,2,success,yes
65,entrepreneur,married,tertiary,no,2331,no,no,telephone,11,aug,425,1,183,2,success,yes
60,technician,married,secondary,no,116,no,no,cellular,11,aug,329,2,181,8,success,yes
30,student,single,secondary,no,1779,no,no,cellular,11,aug,233,1,433,1,success,yes
51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,180,6,success,yes
36,self-employed,single,tertiary,no,353,no,no,cellular,11,aug,361,2,181,2,success,yes
42,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,1,91,7,success,yes
58,management,married,secondary,no,2155,no,yes,cellular,11,aug,248,2,182,7,success,yes
35,admin.,married,secondary,no,2374,yes,no,cellular,11,aug,765,2,183,5,success,yes
35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes
43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success,yes
35,blue-collar,married,secondary,no,1454,yes,no,cellular,12,aug,323,1,182,4,success,yes
39,blue-collar,married,secondary,no,1382,yes,no,cellular,12,aug,357,1,182,2,success,yes
75,retired,married,secondary,no,291,no,no,cellular,12,aug,350,1,182,2,success,yes
35,self-employed,married,tertiary,no,2427,no,no,cellular,12,aug,175,3,31,10,success,yes
48,unemployed,married,secondary,no,926,no,no,cellular,12,aug,504,2,178,10,success,yes
26,unemployed,single,secondary,no,632,no,no,cellular,12,aug,312,3,181,1,success,yes
55,,married,secondary,no,2206,no,no,cellular,12,aug,265,1,91,5,success,yes
44,management,married,tertiary,no,1791,no,no,telephone,12,aug,201,1,182,2,success,yes
49,services,married,primary,no,1830,yes,no,cellular,13,aug,261,1,179,1,success,yes
58,admin.,married,secondary,no,169,no,no,cellular,13,aug,880,1,92,8,success,yes
45,management,married,tertiary,no,226,yes,no,cellular,13,aug,177,6,179,10,success,yes
37,technician,married,tertiary,no,341,no,no,cellular,13,aug,287,3,182,3,success,yes
61,retired,married,secondary,no,523,no,no,cellular,13,aug,211,3,183,4,success,yes
33,technician,married,secondary,no,484,yes,no,cellular,16,aug,205,3,182,9,success,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,3,95,4,success,yes
,student,single,secondary,no,431,no,no,cellular,19,aug,418,11,185,5,success,yes
29,student,single,tertiary,no,163,no,no,cellular,3,aug,249,1,-1,0,,yes
38,management,married,tertiary,no,1199,no,no,cellular,3,aug,482,1,-1,0,,yes
42,management,married,tertiary,no,372,yes,no,cellular,3,aug,654,2,-1,0,,yes
48,admin.,married,secondary,no,156,no,no,cellular,4,aug,291,1,-1,0,,yes
57,technician,divorced,secondary,no,470,no,no,cellular,5,aug,480,3,-1,0,,yes
36,services,married,secondary,no,394,no,no,cellular,5,aug,324,1,-1,0,,yes
41,management,married,tertiary,no,1092,no,no,cellular,5,aug,736,1,-1,0,,yes
29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,1,-1,0,,yes
21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,aug,323,1,-1,0,,yes
27,self-employed,single,tertiary,no,347,no,no,cellular,6,aug,385,4,-1,0,,yes
45,management,married,secondary,no,446,no,no,cellular,6,aug,304,3,-1,0,,yes
28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,,yes
62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,,yes
47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,,yes
25,student,single,secondary,no,348,no,no,cellular,10,aug,245,1,-1,0,,yes
40,blue-collar,married,secondary,no,1515,yes,no,cellular,10,aug,503,1,-1,0,,yes
44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,aug,412,1,-1,0,,yes
24,student,single,secondary,no,1925,no,no,cellular,11,aug,1363,1,-1,0,,yes
41,admin.,married,secondary,no,2498,no,no,cellular,12,aug,411,1,-1,0,,yes
25,student,single,,no,1003,no,no,cellular,12,aug,361,1,-1,0,,yes
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,3,-1,0,,yes
29,self-employed,single,tertiary,no,814,no,no,,13,aug,461,1,-1,0,,yes
67,housemaid,divorced,secondary,no,5275,no,no,cellular,13,aug,222,4,-1,0,,yes
35,management,married,tertiary,no,2717,no,no,cellular,13,aug,394,6,-1,0,,yes
60,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318,2,-1,0,,yes
65,retired,married,primary,no,1760,no,no,cellular,18,aug,855,4,-1,0,,yes
57,retired,married,tertiary,no,1269,no,no,cellular,31,aug,1120,1,-1,0,,yes
63,admin.,married,secondary,no,0,yes,no,cellular,31,aug,253,5,-1,0,,yes
34,admin.,single,tertiary,no,625,no,yes,,31,aug,34,1,-1,0,,yes
60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,1,190,5,failure,yes
36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,yes
68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,1,97,2,failure,yes
28,student,single,,no,78,no,no,cellular,4,dec,232,3,310,2,failure,yes
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,yes
41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,yes
30,technician,married,secondary,no,2326,no,no,cellular,14,dec,420,1,175,2,failure,yes
53,admin.,married,secondary,no,1796,no,no,telephone,15,dec,476,1,193,1,failure,yes
57,management,divorced,,no,2986,no,no,cellular,17,dec,222,2,231,1,failure,yes
50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,182,2,failure,yes
64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,367,2,294,2,failure,yes
38,admin.,married,secondary,no,11303,no,no,cellular,28,dec,473,2,216,2,failure,yes
32,management,single,tertiary,no,623,no,no,cellular,6,jul,335,3,194,2,failure,yes
37,technician,married,secondary,no,432,yes,no,cellular,6,jul,386,3,776,55,failure,yes
52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,yes
47,management,single,tertiary,no,6651,no,no,cellular,8,jul,229,1,412,2,failure,yes
28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure,yes
29,management,single,tertiary,no,502,no,no,cellular,8,jul,968,1,87,5,failure,yes
35,blue-collar,single,,no,484,no,no,cellular,8,jul,344,1,87,3,failure,yes
50,,married,,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes
43,admin.,single,secondary,no,386,no,no,cellular,12,jul,220,3,529,1,failure,yes
36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,yes
31,management,single,tertiary,no,2907,yes,no,cellular,12,jul,248,1,194,3,failure,yes
33,management,single,tertiary,no,1962,no,no,cellular,13,jul,363,1,181,1,failure,yes
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes
66,retired,married,secondary,no,154,no,no,cellular,15,jul,268,5,181,2,failure,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,16,jul,745,1,281,1,failure,yes
60,admin.,married,,no,478,no,no,cellular,19,jul,173,2,311,8,failure,yes
36,management,divorced,tertiary,no,1057,no,no,cellular,19,jul,230,2,164,2,failure,yes
57,retired,married,secondary,no,3738,yes,no,cellular,20,jul,178,2,92,8,failure,yes
30,student,single,tertiary,no,3026,no,no,cellular,23,jul,251,1,535,1,failure,yes
41,technician,single,tertiary,no,431,no,no,cellular,23,jul,196,1,88,5,failure,yes
56,retired,married,secondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
37,technician,married,secondary,no,1707,yes,no,cellular,26,jul,546,2,784,3,failure,yes
33,management,single,tertiary,no,373,no,yes,cellular,27,jul,267,1,180,4,failure,yes
82,housemaid,divorced,primary,no,1381,no,no,cellular,28,jul,844,5,181,4,failure,yes
31,management,single,tertiary,no,1761,yes,no,telephone,29,jul,332,3,440,3,failure,yes
35,unemployed,single,tertiary,no,154,no,no,cellular,29,jul,200,4,181,2,failure,yes
32,management,married,tertiary,no,6138,no,no,cellular,29,jul,519,2,90,9,failure,yes
69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,yes
71,technician,married,secondary,no,3020,no,no,telephone,30,jul,304,1,270,3,failure,yes
31,self-employed,married,tertiary,no,2666,no,no,telephone,8,jul,411,2,148,9,other,yes
35,self-employed,married,tertiary,no,2427,no,no,cellular,12,jul,210,3,158,7,other,yes
24,student,single,secondary,no,1123,no,no,cellular,13,jul,475,1,412,1,other,yes
51,management,married,tertiary,no,3463,no,yes,cellular,13,jul,371,2,166,3,other,yes
24,student,single,primary,no,1235,no,no,cellular,14,jul,334,4,93,6,other,yes
53,technician,married,primary,no,6181,no,no,cellular,14,jul,817,2,209,3,other,yes
28,student,single,secondary,no,205,no,no,cellular,14,jul,87,3,184,2,other,yes
